Entity Registration Date,Entity Profile UEN,Entity Name,Primary Section Description
2020-01-02,202000437C,SG QUICKPAY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000454N,GREYSTAR ASIA PACIFIC SUB-MANAGER PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000472W,THE CORE SECURITIES COMPANY (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000474Z,SPACE CREW ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000476C,GREEN SOLAR TECHNOLOGY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000491M,SUNNY STONE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000493N,GEKO LIFE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000520G,SEVEN CAPITAL WEALTH PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000530Z,EQUINIX APAC 1 HYPERSCALE HOLDINGS 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000532C,EQUINIX APAC 1 HYPERSCALE HOLDINGS 2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000547H,GREENTECH GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000553W,AIGP2 CHENNAI 2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000561H,IN-TECH ELECTRONICS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000563K,BRIDGESTONE TECHNOLOGY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000565M,SV CLASS I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000570K,AIGP2 CHENNAI 3 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000583R,KYLIN INTERNATIONAL (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000589C,PIECE INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000593H,MYT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000596C,QUATRO FOLHAS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000609N,BIZSERVE TECHNOLOGY INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000617E,PRIVIUM PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000621M,SINGA DIGITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-03,202000640G,ZD CAPITAL PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-04,202000660M,PCK VENTURE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-05,202000676K,NEW AASHIQ RESTAURANT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000690K,KKC INVESTMENT HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000707G,FINTOPIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000710D,SMARTOPIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000712E,APRO INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000712E,UDINARY INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000719C,VITOL CHN VENTURE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000723H,INDOCHINA HEALTHCARE VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000726C,NEONEXUS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000732K,NUSANTICS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000733C,RNA CONSULTING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000768N,PINNACLE UNDERWRITING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000774D,BIGL ENTERPRISES (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000785G,E-IDOLS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000786W,HONESTAR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000789K,ROCKWAY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000791R,360 GLOBAL (SG) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000814C,METKA EGN SINGAPORE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000819R,WALLEX PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000828W,TAIKO CAPITAL INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000830D,PHEMEX FINANCIAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000837Z,BEAUTY LION INVESTMENT (S) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000840R,YIDA COLOR-TECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000847M,CHINA HEALTHCARE MANAGEMENT OPERATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000853C,TERRA ASIA HOLDINGS I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000857E,WINNING LEAP INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000858R,TERRA ASIA HOLDINGS II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000868H,TAQWA FOREIGN EXCHANGE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000869Z,ASIA PADDINGTON PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-06,202000876Z,UPTIMISED PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-04-17,202000888N,88 SBR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000895N,MYSTEM PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000896E,MWH INVESTMENT HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000898G,SANDALIAM PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000901K,LUXE MONTRE MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000911D,OCTAVA (S) PROPERTY INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000921R,ROXY-PACIFIC DEVELOPMENT MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000928M,OCTAVA DEUX PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000938E,AJ INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000950D,INTERNATIONAL CEMENT KORDAY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000951N,ASIA FORFAITING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000956H,INTERNATIONAL CEMENT TATARSTAN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000960R,PLAYPOINT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000969N,TECTURA SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000981M,CSCGFM ASIA SERVICES (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000982D,RECO CARNATION PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000987W,RECO VESTA 1 PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000990N,FIRST ASCENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000991E,RECO VESTA 2 PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000992R,GLOBAL PROMISES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000994W,XAIRIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000996Z,RECO AUGUSTA PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202000998C,ARGYLE FUND INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202001000E,RECO AUGUSTINE PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202001004H,NG AND PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202001005Z,TIVON INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202001017N,TNB AURA FUND 2 LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202001017N,TNB AURA FUND 2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202001021C,VNTC HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202001024N,DMC SUNRISE INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202001028W,XXKG HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-07,202001032E,LIANBA POWER PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001064E,IYI HOLDINGS COMPANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001072R,SENSORY NINE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001079M,BIOMAX GOLD PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001081W,TODERA HOLDINGS PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001082H,MEDICAL INTELLECTUAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001084K,HAN'S INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001090Z,BERKELEY CAPITAL SOLUTIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001092C,GAYLEN INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001105N,MEDISOLVS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001127C,YEW ACCOUNTING & IT CONSULTANCY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001134C,BULL INTERNATIONAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001142M,TRINETRA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001167M,HUIZHOU LNG TERMINAL INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001169N,FARO I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001170H,ECOIN REMITTANCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001183N,GRANDIR CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001185R,VERISK ASIA PACIFIC HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001194W,BRAWN VIETNAM PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001203G,TRIDENT INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001206Z,NORDIC KOLEKTIVE CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001211W,POWER CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-08,202001234R,MC FIN CONSULTANTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-09,202001300H,NEPTUNEX INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-09,202001327K,FU DE INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-09,202001328C,TOI INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-09,202001351D,APIS GROWTH II (HIBISCUS) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-09,202001352N,SAGEL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-09,202001353E,FT BIZ PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-09,202001357H,SALMON GLOBAL INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-09,202001366K,AKLALI VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-09,202001367C,SINCLAIR HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-09,202001371H,NEW DIMENSIONS CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-09,202001379R,BRIGHT FUTURE WORLD PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001420H,CARBONX VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001427E,FBT GOLD REFINERY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001433N,AP SG 23 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001434E,NARROW SEA REALTY PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001436G,AP SG 25 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001438H,NARROW SEA PROPERTY PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001440N,CLEANTECH SOLAR SEA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001443G,OASE CAPITAL INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001445H,GENESIS MIRACLE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001446Z,POLAR PAY (SG) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001450G,NARROW SEA HOLDING PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001455C,TRANSTECH GREEN POWER (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001462C,HUARUN INTERNATIONAL FUEL (S) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001467R,RADANITES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001475G,CHESTNUT CAPITAL MANAGEMENT PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001476W,HIM&KAYS HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001481R,GREENFIELD INFRASTRUCTURE PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001486K,SGMTC PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001489D,EMERGING CAPITAL PARTNERS (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001491H,PS ENERGY GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001493K,DRIVEMOBILITY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001497N,SINGAPORE ASIA TRUST COMPANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001500W,BRM AGRO (SINGAPORE) PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001505M,TECK WEI VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001508E,LONGSKY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001511C,WALTON CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001514N,GREEN TECHNOLOGY AND POWER CELLS HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001515E,AEROTEC YACHT INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001517G,NOTTING PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001519H,SEBRINA FUND MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001545D,PIONEERING SPIRIT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001564W,F&F FINTECH PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-10,202001566Z,LTHL SG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-11,202001582C,LARGE VALLEY CLOUD PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-11,202001592N,HAPPY FISH SWIM SCHOOL HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001630K,RED CRYSTAL CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001633D,MDMMD INDUSTRIAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001638W,TWINS ADVISORY PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001640D,SUNDY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001649C,CALDERA PACIFIC MASTER FUND I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001662K,GLORIS G HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001675R,FANDO RE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001678H,JA EDUCATION THAILAND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001680N,JA LEARNING HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001682R,INDUS BUSINESS VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001687K,JUMBO RICH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001697D,WYNDHAM DESTINATIONS OVERSEAS (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001702H,VINHHY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001710Z,GOLDEN INVESTMENTS (AUSTRALIA) II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001716E,STARWISE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001717R,ELIBA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001732G,LCLV4 PORTFOLIO PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001733W,VISTA GRANDE INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001738M,SONA INSURANCE AGENCIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001741H,ZACD (TRIBE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001746D,CEDRUS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001748E,JAPAN BIOTECH CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001758W,PRE 11 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001769C,EDEN VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001770R,NEXT GEN INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-13,202001781Z,INFOCHAINS FOUNDATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001785D,YAN YU TANG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001786N,YSJ705 EXCHANGE PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001788R,FB CAPITAL (S) INVESTMENTS (PRIVATE LIMITED),FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001789G,COFFEE CUPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001789G,COFFEE CUPTIAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001806G,BB ENERGY RENEWABLE DIVISION (RED) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001816Z,KIFA EQUIPMENT (S) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001820G,PPFA JAPAN VI PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001821W,UNI POWER INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001823Z,TRUTH ASSETS MANAGEMENT (S) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001826M,GCF CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001827D,UNI POWER FUNDING MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001849K,LDOM PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001861H,BYJU'S PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001862Z,AAM VC PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001865M,TOMBADOR IRON SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001869R,SERENDIPITY CAPITAL FUND MANAGEMENT COMPANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001870K,VALEN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001872M,SERVA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001879H,SINGAPORE QUANJI TECHNOLOGY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001886H,RETIRELIFE ASIA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001898D,WHITE HOUSE CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001902W,LT PAYMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001907M,VN FORTUNE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001913C,J & K IT HOUSE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001916N,GLOBAL QUARTZ PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001918R,CULINARYON S.E.A. PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001919G,ASIA BREWERIES LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001921M,CHAI CHEE 36 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001922D,SIAM BREWERIES LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001932R,PAYACTIV INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001933G,FENICS SECURITIES (SINGAPORE) PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001951K,SOUTH EAST INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001955N,FP8 SERVICES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001956E,KEJORA PARTNERS GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001958G,IHANISAN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-14,202001973W,META GOLD PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202001974H,DOO CAPITAL MARKET SG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202001981H,THE CEVENNES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202001994N,YOUNG FOREST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202001995E,A&D MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202001996R,THE CORE TRUST COMPANY (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202001998W,TEMEITE GLOBAL  HOLDING CO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202002005R,PROSPERIAN CAPITAL INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202002009Z,PLANTAIN INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202002015H,ALPVEN (ASSET MANAGEMENT) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202002017K,ZHONGLE INTERNATIONAL HOLDINGS SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202002019M,KAMRON SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202002022H,BRONZEFIN TECHNOLOGY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202002025C,AUSPICE ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202002068E,LAMTA EDUCATION TECHNOLOGY GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202002069R,ISQ ASIA INFRASTRUCTURE INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202002074N,PREMIUM HORIZON PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202002077G,VULPES EARLY STAGE SEED FUND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-01-15,202002077G,VULPES SPECIAL OPPORTUNITIES FUND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
